CIDR,IP_Version,ASN,ISP_Name,Country_Code,Country_Name,Start_IP,End_IP,IP_Count
194.88.220.0/23,4,31504,SVT-COM-AS SVT-COM LTD,UA,Украина,194.88.220.0,194.88.221.255,512
194.104.5.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,194.104.5.0,194.104.5.255,256
194.104.6.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,194.104.6.0,194.104.6.255,256
194.104.20.0/22,4,200357,REDNET-AS Scientific-Production Enterprise Information Technologies Ltd,UA,Украина,194.104.20.0,194.104.23.255,1024
194.104.228.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,194.104.228.0,194.104.228.255,256
194.104.232.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,194.104.232.0,194.104.232.255,256
194.105.60.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,194.105.60.0,194.105.60.255,256
194.105.136.0/23,4,48019,TERRATELECOM-AS Terra-Telecom LLC,UA,Украина,194.105.136.0,194.105.137.255,512
194.105.144.0/23,4,39223,Ciklum Ciklum LLC,UA,Украина,194.105.144.0,194.105.145.255,512
194.106.216.0/23,4,21257,CDNnet-as TOV IT-Park,UA,Украина,194.106.216.0,194.106.217.255,512
194.106.218.0/23,4,51903,"WEARENET ""WeAreNet"", LLC",UA,Украина,194.106.218.0,194.106.219.255,512
194.107.92.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,194.107.92.0,194.107.92.255,256
194.107.176.0/22,4,200354,ROUTNET-AS Scientific-Production Enterprise Information Technologies Ltd,UA,Украина,194.107.176.0,194.107.179.255,1024
194.107.230.0/23,4,44894,UCMA-AS Ukrchermetavtomatika LLC,UA,Украина,194.107.230.0,194.107.231.255,512
194.110.2.0/23,4,44894,UCMA-AS Ukrchermetavtomatika LLC,UA,Украина,194.110.2.0,194.110.3.255,512
194.110.6.0/24,4,57686,"Dobrobut-AS Company ""Dobrobut"" Association for Students, PhD Students and Doctors National Technical University",UA,Украина,194.110.6.0,194.110.6.255,256
194.110.14.0/24,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,194.110.14.0,194.110.14.255,256
194.110.79.0/24,4,15785,"AS3326-INFRA PRIVATE JOINT STOCK COMPANY ""DATAGROUP""",UA,Украина,194.110.79.0,194.110.79.255,256
194.110.126.0/24,4,42512,X-COM-AS X-COM LLC,UA,Украина,194.110.126.0,194.110.126.255,256
194.110.129.0/24,4,42711,ASN-VESELKA LLC Skycloud,UA,Украина,194.110.129.0,194.110.129.255,256
194.110.174.0/24,4,214368,SCAMP Oleksandr Radchenko,UA,Украина,194.110.174.0,194.110.174.255,256
194.110.204.0/24,4,44193,UBNIX-X Ukrainian Backbone Networks LLC,UA,Украина,194.110.204.0,194.110.204.255,256
194.110.219.0/24,4,42195,"AIST-Telecommunications CS ""AIST""",UA,Украина,194.110.219.0,194.110.219.255,256
194.110.248.0/24,4,56485,THEHOST-AS TheHost LLC,UA,Украина,194.110.248.0,194.110.248.255,256
194.110.254.0/24,4,56485,THEHOST-AS TheHost LLC,UA,Украина,194.110.254.0,194.110.254.255,256
194.113.32.0/24,4,56485,THEHOST-AS TheHost LLC,UA,Украина,194.113.32.0,194.113.32.255,256
194.113.58.0/24,4,56485,THEHOST-AS TheHost LLC,UA,Украина,194.113.58.0,194.113.58.255,256
194.114.132.0/22,4,29012,SCANA-AS Scana LTD,UA,Украина,194.114.132.0,194.114.135.255,1024
194.116.141.0/24,4,43668,"BIGNET-AS ""AS43668"" LLC",UA,Украина,194.116.141.0,194.116.141.255,256
194.116.170.0/23,4,34448,SNTUA-AS Limited Liability Company SNT UKRAINE,UA,Украина,194.116.170.0,194.116.171.255,512
194.117.252.0/23,4,198323,KIRSYS-AS TOV Informatsiyni Kirovohrads'ki Systemy,UA,Украина,194.117.252.0,194.117.253.255,512
194.125.244.0/23,4,20660,LE-UA-AS LinkExpress Ltd.,UA,Украина,194.125.244.0,194.125.245.255,512
194.126.176.0/24,4,49223,EVEREST-AS EVEREST TV AND RADIO COMPANY LLC,UA,Украина,194.126.176.0,194.126.176.255,256
194.126.180.0/22,4,35004,"NETGRUP Branch Enterprise ""Netgroup-Service""",UA,Украина,194.126.180.0,194.126.183.255,1024
194.126.204.0/24,4,34605,LINET-AS Limited Liability Company Linet LTD,UA,Украина,194.126.204.0,194.126.204.255,256
194.140.239.0/24,4,197781,"AVERS-AS ""Avers"" Company Limited",UA,Украина,194.140.239.0,194.140.239.255,256
194.143.136.0/23,4,34661,"BREEZE-NETWORK TOV TRK ""Briz""",UA,Украина,194.143.136.0,194.143.137.255,512
194.143.144.0/23,4,13307,"SKIF-AS ""AS6723"" LIMITED LIABILITY COMPANY",UA,Украина,194.143.144.0,194.143.145.255,512
194.143.146.0/24,4,51264,eVPS Kutumova Olena,UA,Украина,194.143.146.0,194.143.146.255,256
194.143.147.0/24,4,206823,"FARMAK-AS JSC ""FARMAK""",UA,Украина,194.143.147.0,194.143.147.255,256
194.145.198.0/23,4,34715,AMRON-AS AMRON Ltd.,UA,Украина,194.145.198.0,194.145.199.255,512
194.145.203.0/24,4,41656,"A-BANK-AS PUBLIC JOINT-STOCK COMPANY ""ACCENT-BANK""",UA,Украина,194.145.203.0,194.145.203.255,256
194.145.214.0/23,4,34792,"FSS-AS Finance Communication Service, Ltd",UA,Украина,194.145.214.0,194.145.215.255,512
194.145.216.0/23,4,34786,VNET-AS ISP Virtual Network VNet tm. RU,UA,Украина,194.145.216.0,194.145.217.255,512
194.145.227.0/24,4,59956,"S3WAY PP ""Lurenet""",UA,Украина,194.145.227.0,194.145.227.255,256
194.146.110.0/24,4,29496,LINK-SERVICE-AS Link-Service Ltd.,UA,Украина,194.146.110.0,194.146.110.255,256
194.146.115.0/24,4,61297,DATACENTER-UA LIMITED LIABILITY COMPANY ANTE MEDIAM,UA,Украина,194.146.115.0,194.146.115.255,256
194.146.132.0/22,4,29576,"POISK-UA PP ""Poisk-Lugansk""",UA,Украина,194.146.132.0,194.146.135.255,1024
194.146.136.0/22,4,48117,CITYNET-AS Citynet LLC,UA,Украина,194.146.136.0,194.146.139.255,1024
194.146.140.0/22,4,29574,VNTU-AS Center of electronic communications InterCEC,UA,Украина,194.146.140.0,194.146.143.255,1024
194.146.180.0/22,4,16327,PAVLABOR-AS Pavlabor LTD,UA,Украина,194.146.180.0,194.146.183.255,1024
194.146.188.0/22,4,60159,EUROLINE-NET EUROLINE UKRAINE LLC,UA,Украина,194.146.188.0,194.146.191.255,1024
194.146.196.0/24,4,3326,"Datagroup PRIVATE JOINT STOCK COMPANY ""DATAGROUP""",UA,Украина,194.146.196.0,194.146.196.255,256
194.146.198.0/24,4,3326,"Datagroup PRIVATE JOINT STOCK COMPANY ""DATAGROUP""",UA,Украина,194.146.198.0,194.146.198.255,256
194.146.199.0/24,4,15785,"AS3326-INFRA PRIVATE JOINT STOCK COMPANY ""DATAGROUP""",UA,Украина,194.146.199.0,194.146.199.255,256
194.146.228.0/22,4,20539,TCRS-AS Technical Centre Radio Systems Ltd.,UA,Украина,194.146.228.0,194.146.231.255,1024
194.147.84.0/23,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,194.147.84.0,194.147.85.255,512
194.147.217.0/24,4,49276,Deltahost Zemlyaniy Dmitro Leonidovich,UA,Украина,194.147.217.0,194.147.217.255,256
194.149.92.0/24,4,197222,RAMBURS-AS Private Joint Stock Company RAMBURS,UA,Украина,194.149.92.0,194.149.92.255,256
194.150.104.0/23,4,44894,UCMA-AS Ukrchermetavtomatika LLC,UA,Украина,194.150.104.0,194.150.105.255,512
194.150.106.0/24,4,44894,UCMA-AS Ukrchermetavtomatika LLC,UA,Украина,194.150.106.0,194.150.106.255,256
194.150.107.0/24,4,213009,Dnipro_City_Council Department of Information Technology of the Dnipro City Council,UA,Украина,194.150.107.0,194.150.107.255,256
194.150.232.0/23,4,42546,UOS UKRANIAN OPTICAL SYSTEMS AND TECHNOLOGIES LLC,UA,Украина,194.150.232.0,194.150.233.255,512
194.153.128.0/24,4,12986,UKRSPETSCOM Ukrspetskom LLC.,UA,Украина,194.153.128.0,194.153.128.255,256
194.153.129.0/24,4,13027,UKRINFORM Ukrainian National News Agency UKRINFORM,UA,Украина,194.153.129.0,194.153.129.255,256
194.153.148.0/23,4,13202,SIM-NET Production Company POLISAN Ltd.,UA,Украина,194.153.148.0,194.153.149.255,512
194.156.1.0/24,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,194.156.1.0,194.156.1.255,256
194.156.27.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,194.156.27.0,194.156.27.255,256
194.156.78.0/24,4,49223,EVEREST-AS EVEREST TV AND RADIO COMPANY LLC,UA,Украина,194.156.78.0,194.156.78.255,256
194.156.248.0/22,4,200333,ROST-KREDO-AS Scientific-Production Enterprise Information Technologies Ltd,UA,Украина,194.156.248.0,194.156.251.255,1024
194.165.6.0/23,4,25269,UNEXBANK-AS Public Joint-stock company UNEX Bank,UA,Украина,194.165.6.0,194.165.7.255,512
194.165.46.0/24,4,39222,KABELPLUS-AS PP Kabel-Plus,UA,Украина,194.165.46.0,194.165.46.255,256
194.165.50.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,194.165.50.0,194.165.50.255,256
194.169.86.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,194.169.86.0,194.169.86.255,256
194.169.162.0/24,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,194.169.162.0,194.169.162.255,256
194.169.204.0/24,4,44723,"ALTRON CJSC ""Altron""",UA,Украина,194.169.204.0,194.169.204.255,256
194.169.207.0/24,4,42052,DC DC Ukraine Ltd,UA,Украина,194.169.207.0,194.169.207.255,256
194.169.210.0/24,4,34877,"PROCREDITBANK-AS JSC ""PROCREDIT BANK""",UA,Украина,194.169.210.0,194.169.210.255,256
194.169.238.0/24,4,41834,"MTI-GROUP-AS LLC ""MTI GROUP""",UA,Украина,194.169.238.0,194.169.238.255,256
194.176.97.0/24,4,41305,FASTIV-AS UkrNet Fastiv Region LTD,UA,Украина,194.176.97.0,194.176.97.255,256
194.177.0.0/24,4,48664,"mislviv-as Cooperative Society ""Miski Informatsiini Systemy""",UA,Украина,194.177.0.0,194.177.0.255,256
194.177.1.0/24,4,35166,ZNET-LVIV-UA-AS PE Shtanhret Taras Orestovych,UA,Украина,194.177.1.0,194.177.1.255,256
194.177.2.0/23,4,48664,"mislviv-as Cooperative Society ""Miski Informatsiini Systemy""",UA,Украина,194.177.2.0,194.177.3.255,512
194.177.24.0/22,4,20934,ABCINTERNET PE Service center Maket,UA,Украина,194.177.24.0,194.177.27.255,1024
194.180.10.0/24,4,196645,HOSTPRO-AS HOSTPRO LAB LLC,UA,Украина,194.180.10.0,194.180.10.255,256
194.180.208.0/24,4,219527,ANTI-DDOS-AS - Benjamin Company LLC,UA,Украина,194.180.208.0,194.180.208.255,256
194.180.209.0/24,4,219426,DDI-Tech-AS - LLC DDI Technology,UA,Украина,194.180.209.0,194.180.209.255,256
194.180.244.0/24,4,25330,"FBRX-UA ""Fiberax UA"" Limited Liability Company",UA,Украина,194.180.244.0,194.180.244.255,256
194.183.160.0/24,4,12963,"VOLZ ""SCIENTIFIC-INDUSTRIAL FIRM ""VOLZ"" LIMITED LIABILITY COMPANY",UA,Украина,194.183.160.0,194.183.160.255,256
194.183.161.0/24,4,210721,RGC-AS REGIONAL GAS COMPANY LIMITED LIABILITY COMPANY,UA,Украина,194.183.161.0,194.183.161.255,256
194.183.162.0/24,4,208971,"KOVALSKA LLC ""Industrial and Construction Group Kovalska""",UA,Украина,194.183.162.0,194.183.162.255,256
194.183.163.0/24,4,204715,"EPICENTRK ""EPICENTR K"" LLC",UA,Украина,194.183.163.0,194.183.163.255,256
194.183.164.0/22,4,12963,"VOLZ ""SCIENTIFIC-INDUSTRIAL FIRM ""VOLZ"" LIMITED LIABILITY COMPANY",UA,Украина,194.183.164.0,194.183.167.255,1024
194.183.168.0/21,4,12963,"VOLZ ""SCIENTIFIC-INDUSTRIAL FIRM ""VOLZ"" LIMITED LIABILITY COMPANY",UA,Украина,194.183.168.0,194.183.175.255,2048
194.183.176.0/22,4,12963,"VOLZ ""SCIENTIFIC-INDUSTRIAL FIRM ""VOLZ"" LIMITED LIABILITY COMPANY",UA,Украина,194.183.176.0,194.183.179.255,1024
194.183.180.0/24,4,57202,Ucloud-AS Trading Systems LLC,UA,Украина,194.183.180.0,194.183.180.255,256
194.183.181.0/24,4,12963,"VOLZ ""SCIENTIFIC-INDUSTRIAL FIRM ""VOLZ"" LIMITED LIABILITY COMPANY",UA,Украина,194.183.181.0,194.183.181.255,256
194.183.182.0/23,4,12963,"VOLZ ""SCIENTIFIC-INDUSTRIAL FIRM ""VOLZ"" LIMITED LIABILITY COMPANY",UA,Украина,194.183.182.0,194.183.183.255,512
194.183.184.0/23,4,12963,"VOLZ ""SCIENTIFIC-INDUSTRIAL FIRM ""VOLZ"" LIMITED LIABILITY COMPANY",UA,Украина,194.183.184.0,194.183.185.255,512
194.183.186.0/24,4,201920,"QUASAR-AS Research center ""QUASAR"" Limited company",UA,Украина,194.183.186.0,194.183.186.255,256
194.183.187.0/24,4,12963,"VOLZ ""SCIENTIFIC-INDUSTRIAL FIRM ""VOLZ"" LIMITED LIABILITY COMPANY",UA,Украина,194.183.187.0,194.183.187.255,256
194.183.188.0/22,4,12963,"VOLZ ""SCIENTIFIC-INDUSTRIAL FIRM ""VOLZ"" LIMITED LIABILITY COMPANY",UA,Украина,194.183.188.0,194.183.191.255,1024
194.187.28.0/24,4,31069,LANCITY-AS FOP Mukhina Kateryna Volodymyrivna,UA,Украина,194.187.28.0,194.187.28.255,256
194.187.30.0/23,4,43139,MAXIMUMA-AS Maximum-Net LLC,UA,Украина,194.187.30.0,194.187.31.255,512
194.187.48.0/23,4,35365,VICATV TOV Vica-TV,UA,Украина,194.187.48.0,194.187.49.255,512
194.187.104.0/22,4,21256,"LUXLINK-AS Lutsk, Ukraine",UA,Украина,194.187.104.0,194.187.107.255,1024
194.187.108.0/22,4,29491,KIEVLINE KIEVLINE LLC,UA,Украина,194.187.108.0,194.187.111.255,1024
194.187.152.0/22,4,35325,"INCOMPLAST-SERVICE ""INCOMPLAST SERVICE"" LLC",UA,Украина,194.187.152.0,194.187.155.255,1024
194.187.216.0/22,4,20950,"RICC-AS Regional Informational Computer Center, Rovnen regional council",UA,Украина,194.187.216.0,194.187.219.255,1024
194.213.23.0/24,4,35588,LIS Lis Broadband Cable ISP Network,UA,Украина,194.213.23.0,194.213.23.255,256
194.213.104.0/23,4,51314,TEVIANT-AS LLC Joint Small Enterprise Teviant,UA,Украина,194.213.104.0,194.213.105.255,512
194.213.106.0/23,4,50879,NEW-NET-as FOP Klepatskiy Oleg Grigorovich,UA,Украина,194.213.106.0,194.213.107.255,512
194.213.120.0/23,4,51315,lebedin-net PE teleradiokompaniya Lebedin,UA,Украина,194.213.120.0,194.213.121.255,512
194.242.96.0/24,4,62206,PITLINE-AS Pitline Ltd,UA,Украина,194.242.96.0,194.242.96.255,256
194.242.97.0/24,4,207506,"NEW-CONNECTION-AS ""NEWNET"" LLC",UA,Украина,194.242.97.0,194.242.97.255,256
194.242.98.0/23,4,62206,PITLINE-AS Pitline Ltd,UA,Украина,194.242.98.0,194.242.99.255,512
194.242.100.0/22,4,31685,"TIM-AS TOV Teleradiocompany ""TIM""",UA,Украина,194.242.100.0,194.242.103.255,1024
194.242.116.0/22,4,28858,Lecos Lecos Online Ltd.,UA,Украина,194.242.116.0,194.242.119.255,1024
194.246.74.0/24,4,209106,SISTEC-19-AS SISTEC LLC,UA,Украина,194.246.74.0,194.246.74.255,256
194.246.77.0/24,4,57545,"KHP-AS ""Kharkiv Palace"" Ltd",UA,Украина,194.246.77.0,194.246.77.255,256
194.246.99.0/24,4,44722,AVRORA-AS REAL BARGAIN LLC,UA,Украина,194.246.99.0,194.246.99.255,256
194.246.104.0/23,4,39822,"FOBOS-AS Center for Information Technologies ""Fobos"" Ltd.",UA,Украина,194.246.104.0,194.246.105.255,512
194.246.116.0/23,4,21488,EMPLOT-AS Emplot Ltd.,UA,Украина,194.246.116.0,194.246.117.255,512
194.247.12.0/23,4,200000,Ukraine-AS Hosting Ukraine LTD,UA,Украина,194.247.12.0,194.247.13.255,512
194.247.18.0/23,4,50848,IRF-AS LLC Distributsiya-Center,UA,Украина,194.247.18.0,194.247.19.255,512
194.247.35.0/24,4,52071,PIEOC-AS Prycarpathian industrial enterprise of communication LLC,UA,Украина,194.247.35.0,194.247.35.255,256
194.247.37.0/24,4,52066,"PZU-AS Private Joint Stock Insurance Company ""PZU Ukraine""",UA,Украина,194.247.37.0,194.247.37.255,256
194.247.42.0/24,4,44894,UCMA-AS Ukrchermetavtomatika LLC,UA,Украина,194.247.42.0,194.247.42.255,256
194.247.60.0/24,4,8870,OVDC-AS Overseas Technologies LLC,UA,Украина,194.247.60.0,194.247.60.255,256
194.247.172.0/23,4,48230,MONOLITH-AS LLC MONOLITH.NET,UA,Украина,194.247.172.0,194.247.173.255,512
194.247.174.0/23,4,196831,BEMOBILE-AS Bemobile L.L.C.,UA,Украина,194.247.174.0,194.247.175.255,512
194.247.176.0/23,4,50127,UX-AS AT Ukrainian Exchange,UA,Украина,194.247.176.0,194.247.177.255,512
195.2.236.0/23,4,44032,"L4-AS PP ""TRC""City TV center""",UA,Украина,195.2.236.0,195.2.237.255,512
195.3.128.0/22,4,34251,IMC-AS LLC IMC,UA,Украина,195.3.128.0,195.3.131.255,1024
195.3.148.0/22,4,34743,"NASHNET-AS Kiev, Ukraine",UA,Украина,195.3.148.0,195.3.151.255,1024
195.3.156.0/22,4,12998,BGNET-AS BGNet LLC,UA,Украина,195.3.156.0,195.3.159.255,1024
195.3.196.0/22,4,31072,"KCIC-AS Municipal Enterprise ""City Information Centre""",UA,Украина,195.3.196.0,195.3.199.255,1024
195.3.224.0/23,4,41513,SKYTELENET-AS PP SkyTeleNet,UA,Украина,195.3.224.0,195.3.225.255,512
195.5.0.0/23,4,6849,"UKRTELNET JSC ""Ukrtelecom""",UA,Украина,195.5.0.0,195.5.1.255,512
195.5.2.0/24,4,6849,"UKRTELNET JSC ""Ukrtelecom""",UA,Украина,195.5.2.0,195.5.2.255,256
195.5.3.0/24,4,6849,"UKRTELNET JSC ""Ukrtelecom""",UA,Украина,195.5.3.0,195.5.3.255,256
195.5.4.0/22,4,6849,"UKRTELNET JSC ""Ukrtelecom""",UA,Украина,195.5.4.0,195.5.7.255,1024
195.5.8.0/21,4,6849,"UKRTELNET JSC ""Ukrtelecom""",UA,Украина,195.5.8.0,195.5.15.255,2048
195.5.16.0/20,4,6849,"UKRTELNET JSC ""Ukrtelecom""",UA,Украина,195.5.16.0,195.5.31.255,4096
195.5.32.0/22,4,6849,"UKRTELNET JSC ""Ukrtelecom""",UA,Украина,195.5.32.0,195.5.35.255,1024
195.5.36.0/22,4,6849,"UKRTELNET JSC ""Ukrtelecom""",UA,Украина,195.5.36.0,195.5.39.255,1024
195.5.40.0/21,4,6849,"UKRTELNET JSC ""Ukrtelecom""",UA,Украина,195.5.40.0,195.5.47.255,2048
195.5.48.0/23,4,6849,"UKRTELNET JSC ""Ukrtelecom""",UA,Украина,195.5.48.0,195.5.49.255,512
195.5.50.0/24,4,6849,"UKRTELNET JSC ""Ukrtelecom""",UA,Украина,195.5.50.0,195.5.50.255,256
195.5.51.0/24,4,6849,"UKRTELNET JSC ""Ukrtelecom""",UA,Украина,195.5.51.0,195.5.51.255,256
195.5.52.0/24,4,6849,"UKRTELNET JSC ""Ukrtelecom""",UA,Украина,195.5.52.0,195.5.52.255,256
195.5.53.0/24,4,6849,"UKRTELNET JSC ""Ukrtelecom""",UA,Украина,195.5.53.0,195.5.53.255,256
195.5.54.0/24,4,6849,"UKRTELNET JSC ""Ukrtelecom""",UA,Украина,195.5.54.0,195.5.54.255,256
195.5.55.0/24,4,6849,"UKRTELNET JSC ""Ukrtelecom""",UA,Украина,195.5.55.0,195.5.55.255,256
195.5.56.0/24,4,6849,"UKRTELNET JSC ""Ukrtelecom""",UA,Украина,195.5.56.0,195.5.56.255,256
195.5.57.0/24,4,6849,"UKRTELNET JSC ""Ukrtelecom""",UA,Украина,195.5.57.0,195.5.57.255,256
195.5.58.0/24,4,6849,"UKRTELNET JSC ""Ukrtelecom""",UA,Украина,195.5.58.0,195.5.58.255,256
195.5.59.0/24,4,6849,"UKRTELNET JSC ""Ukrtelecom""",UA,Украина,195.5.59.0,195.5.59.255,256
195.5.60.0/22,4,6849,"UKRTELNET JSC ""Ukrtelecom""",UA,Украина,195.5.60.0,195.5.63.255,1024
195.5.106.0/23,4,39680,"KNH-AS ""TOV Karpatnaftokhim""",UA,Украина,195.5.106.0,195.5.107.255,512
195.5.124.0/24,4,39130,UA-LANPLUSNET PP Merezha plus,UA,Украина,195.5.124.0,195.5.124.255,256
195.5.126.0/24,4,44668,ZNET Zubko Volodymyr Viktorovych,UA,Украина,195.5.126.0,195.5.126.255,256
195.5.184.0/24,4,45022,RZM-AS LLC RAZOM COMMUNICATIONS,UA,Украина,195.5.184.0,195.5.184.255,256
195.7.14.0/24,4,210073,ASXCLOUD xCloud LLC.,UA,Украина,195.7.14.0,195.7.14.255,256
195.8.40.0/23,4,48650,ETHERLINK Anton Tytiuk,UA,Украина,195.8.40.0,195.8.41.255,512
195.8.42.0/24,4,48649,"NDU-AS National depository of Ukraine, PLC",UA,Украина,195.8.42.0,195.8.42.255,256
195.10.210.0/24,4,35795,VEDEKON-AS Vedekon Ltd,UA,Украина,195.10.210.0,195.10.210.255,256
195.12.56.0/22,4,48648,KYIVLINK K-Link LLC,UA,Украина,195.12.56.0,195.12.59.255,1024
195.14.17.0/24,4,44952,METROTELECOM-AS PE Tsvetkov Denis Aleksandrovich,UA,Украина,195.14.17.0,195.14.17.255,256
195.14.122.0/24,4,57167,CITYHOST-AS Maksym Rivtin,UA,Украина,195.14.122.0,195.14.122.255,256
195.14.123.0/24,4,51264,eVPS Kutumova Olena,UA,Украина,195.14.123.0,195.14.123.255,256
195.16.76.0/22,4,35067,PROKK-AS ProKK SE,UA,Украина,195.16.76.0,195.16.79.255,1024
195.18.16.0/22,4,48004,KCT-AS PE Tsibrankov Konstantin Igorevich,UA,Украина,195.18.16.0,195.18.19.255,1024
195.18.28.0/22,4,44668,ZNET Zubko Volodymyr Viktorovych,UA,Украина,195.18.28.0,195.18.31.255,1024
195.20.4.0/23,4,51380,GREY-AS FOP Kovalchuk Igor Vasilevich,UA,Украина,195.20.4.0,195.20.5.255,512
195.20.6.0/24,4,51380,GREY-AS FOP Kovalchuk Igor Vasilevich,UA,Украина,195.20.6.0,195.20.6.255,256
195.20.96.0/23,4,13307,"SKIF-AS ""AS6723"" LIMITED LIABILITY COMPANY",UA,Украина,195.20.96.0,195.20.97.255,512
195.20.100.0/24,4,25521,AS-IPNET Industrial Media Network LLC,UA,Украина,195.20.100.0,195.20.100.255,256
195.20.124.0/23,4,25403,DELTA-AS Firm Delta PE,UA,Украина,195.20.124.0,195.20.125.255,512
195.20.130.0/24,4,197512,"STARUKRAINE-AS LLC ""STAR UKRAINE""",UA,Украина,195.20.130.0,195.20.130.255,256
195.20.148.0/24,4,52151,SEVGOK-AS PrAT Pivnichny Girnycho-Zbagachuvalny Kombinat,UA,Украина,195.20.148.0,195.20.148.255,256
195.20.154.0/24,4,197520,UNIONCOM UnionCOM Ltd,UA,Украина,195.20.154.0,195.20.154.255,256
195.22.108.0/22,4,56489,ASXNET FLP Bogachenko Vasyl Valentinovich,UA,Украина,195.22.108.0,195.22.111.255,1024
195.22.112.0/22,4,24893,POLYNET-AS Lviv Polytechnic National University,UA,Украина,195.22.112.0,195.22.115.255,1024
195.22.130.0/23,4,25498,ASN-MOBICOM MOBICOM Ltd.,UA,Украина,195.22.130.0,195.22.131.255,512
195.22.132.0/23,4,25503,ASN-ONPU Odessa National Polytechnic University,UA,Украина,195.22.132.0,195.22.133.255,512
195.22.140.0/23,4,48437,"MEREZHA-UA-AS PP ""Merezha""",UA,Украина,195.22.140.0,195.22.141.255,512
195.24.128.0/22,4,6702,"APEXNCC-AS Science Production Company ""Trifle"" Ltd.",UA,Украина,195.24.128.0,195.24.131.255,1024
195.24.132.0/24,4,60746,BADM BaDM LLC,UA,Украина,195.24.132.0,195.24.132.255,256
195.24.133.0/24,4,6702,"APEXNCC-AS Science Production Company ""Trifle"" Ltd.",UA,Украина,195.24.133.0,195.24.133.255,256
195.24.134.0/23,4,6702,"APEXNCC-AS Science Production Company ""Trifle"" Ltd.",UA,Украина,195.24.134.0,195.24.135.255,512
195.24.136.0/22,4,6702,"APEXNCC-AS Science Production Company ""Trifle"" Ltd.",UA,Украина,195.24.136.0,195.24.139.255,1024
195.24.140.0/24,4,6702,"APEXNCC-AS Science Production Company ""Trifle"" Ltd.",UA,Украина,195.24.140.0,195.24.140.255,256
195.24.141.0/24,4,199440,"ATBMARKET ""ATB-market"" LLC",UA,Украина,195.24.141.0,195.24.141.255,256
195.24.142.0/23,4,6702,"APEXNCC-AS Science Production Company ""Trifle"" Ltd.",UA,Украина,195.24.142.0,195.24.143.255,512
195.24.144.0/20,4,6702,"APEXNCC-AS Science Production Company ""Trifle"" Ltd.",UA,Украина,195.24.144.0,195.24.159.255,4096
195.24.234.0/23,4,35144,DLINE Dream Line LTD,UA,Украина,195.24.234.0,195.24.235.255,512
195.24.242.0/23,4,20833,ATL-AS TOB Atlantis Telecom,UA,Украина,195.24.242.0,195.24.243.255,512
195.26.16.0/23,4,25448,VOIP-UA-AS PE Avtsynov Mikhail Alexandrovich,UA,Украина,195.26.16.0,195.26.17.255,512
195.26.18.0/24,4,212617,ALDEN-AS Lynnyk Olexii,UA,Украина,195.26.18.0,195.26.18.255,256
195.26.64.0/22,4,41285,"MERLINCOMUA PP ""Private Data""",UA,Украина,195.26.64.0,195.26.67.255,1024
195.26.84.0/23,4,41288,"CTISYSTEMS-AS LTD ""CTI Systems""",UA,Украина,195.26.84.0,195.26.85.255,512
195.26.92.0/23,4,51903,"WEARENET ""WeAreNet"", LLC",UA,Украина,195.26.92.0,195.26.93.255,512
195.26.94.0/23,4,41320,"CHID-AS ""Schid-Service"" Ltd",UA,Украина,195.26.94.0,195.26.95.255,512
195.28.30.0/23,4,44800,BELNETUA-AS BELNET LTD,UA,Украина,195.28.30.0,195.28.31.255,512
195.34.74.0/23,4,41586,UIC-AS Ukrainian Internet Company LLC,UA,Украина,195.34.74.0,195.34.75.255,512
195.34.90.0/23,4,25514,"MODUS-AS Vishnevoe, Ukraine",UA,Украина,195.34.90.0,195.34.91.255,512
195.34.196.0/22,4,20934,ABCINTERNET PE Service center Maket,UA,Украина,195.34.196.0,195.34.199.255,1024
195.34.204.0/22,4,39199,RADIONET Private Enterprise RadioNet,UA,Украина,195.34.204.0,195.34.207.255,1024
195.38.8.0/23,4,43312,I-LAN-AS LLC IRPIN LOCAL NETWORKS,UA,Украина,195.38.8.0,195.38.9.255,512
195.38.10.0/23,4,35057,HOMELINK-AS HOMELINK Limited Liability Company,UA,Украина,195.38.10.0,195.38.11.255,512
195.39.232.0/23,4,28974,ACTIVEOPERATIONS-AS ACTIVE OPERATIONS LLC,UA,Украина,195.39.232.0,195.39.233.255,512
195.39.240.0/24,4,59956,"S3WAY PP ""Lurenet""",UA,Украина,195.39.240.0,195.39.240.255,256
195.39.242.0/23,4,25526,LambdaNetUA LAMBDA LLC,UA,Украина,195.39.242.0,195.39.243.255,512
